title,brand,image_url,priced_before,discount_percent,current_price,size
High-Low Fit & Flare Dress with Florets,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/hfc/h15/15415473405982/-286Wx359H-441037923-pink-MODEL.jpg,899,40% off,539,[3-4Y-5-6Y]
Full-Sleeve Henley T-shirt,YB DNMX,https://assets.ajio.com/medias/sys_master/root/h04/hd8/14876530311198/-286Wx359H-441036877-redmelange-MODEL.jpg,349,51% off,171,[9-10Y]
Heathered Polo T-shirt,Teamspirit,https://assets.ajio.com/medias/sys_master/root/hf3/h40/15590223183902/-286Wx359H-441000674-maroon-MODEL.jpg,599,25% off,449,[XS-S-L-XL]
Printed Leggings with Elasticated Waist,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/h95/h11/15151410085918/-286Wx359H-440954625-turquoise-MODEL.jpg,199,51% off,98,[2-3Y-3-4Y-7-8Y]
Jeans with Insert Pockets,POINT COVE,https://assets.ajio.com/medias/sys_master/root/h31/h1f/14489752895518/-286Wx359H-441031656-black-MODEL.jpg,899,51% off,441,[3-4Y-5-6Y-7-8Y-9-10Y-11-12Y-13-14Y]
High-Rise Jeggings with Insert Pockets,DNMX,https://assets.ajio.com/medias/sys_master/root/hf1/h56/14798090600478/-286Wx359H-441020216-grey-MODEL.jpg,999,49% off,509,[26-28-30]
Floral Print Straight Kurti with Notched Neckline,FUSION,https://assets.ajio.com/medias/sys_master/root/hdb/hb7/14876472770590/-286Wx359H-441031344-black-MODEL.jpg,499,45% off,274,[XS-S-M-L]
Checked Shirt with Welt Pocket,YB DNMX,https://assets.ajio.com/medias/sys_master/root/h2b/hb1/14646668460062/-286Wx359H-441010313-yellow-MODEL.jpg,849,49% off,433,[15-16Y]
Cotton Shirt with Curved Hem,FIG,https://assets.ajio.com/medias/sys_master/root/h67/ha4/13419014651934/-286Wx359H-440962814-black-MODEL.jpg,799,51% off,392,[XS-M-L-XL-XXL]
Floral Print High-Low Straight Kurta,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/h0b/hb6/12175235678238/-286Wx359H-440942745-medgrey-MODEL.jpg,499,51% off,245,[M-L]
Heathered Joggers with Insert Pockets,Teamspirit,https://assets.ajio.com/medias/sys_master/root/ha7/h28/15138636660766/-286Wx359H-441031714-navy-MODEL.jpg,599,20% off,479,[S-M-L-XL-XXL]
Textured Zip-Front Hooded Jacket,PERFORMAX,https://assets.ajio.com/medias/sys_master/root/h52/hf6/15171898769438/-286Wx359H-441015484-jetblack-MODEL.jpg,899,50% off,450,[7-8Y-9-10Y-11-12Y-13-14Y]
Graphic Print Crew-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/h6d/h62/13742835433502/-286Wx359H-441002803-brown-MODEL.jpg,399,51% off,196,[XS-S-L]
Schffli Pants with Lace Hems,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/hab/h66/14801245765662/-286Wx359H-441023584-beige-MODEL.jpg,899,49% off,458,[S-M-L-XL]
Floral Print Pleated Culottes with Waist Tie-Up,RIO GIRLS,https://assets.ajio.com/medias/sys_master/root/h58/h35/15164304261150/-286Wx359H-441024413-red-MODEL.jpg,649,40% off,389,[8-9Y-9-10Y-11-12Y-13-14Y]
Vertigo Lace-Up Running Shoes,LOTTO,https://assets.ajio.com/medias/sys_master/root/he8/hf3/10503859601438/-286Wx359H-450103540-black-OUTFIT.jpg,2499,60% off,1000,[UK 6-UK 7-UK 8-UK 9-UK 10]
Mid-Wash Jeans with Upturned Hems,POINT COVE,https://assets.ajio.com/medias/sys_master/root/h99/hf7/14647069769758/-286Wx359H-441031623-blue-MODEL.jpg,899,51% off,441,[3-4Y-5-6Y-7-8Y-9-10Y-11-12Y-13-14Y]
Heart Print Leggings with Elasticated Waist,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/hdf/h73/12221617274910/-286Wx359H-440954862-navy-MODEL.jpg,199,51% off,98,[5-6Y-2-3Y-3-4Y-7-8Y]
Floral Print Flared Dress with Belt,FIG,https://assets.ajio.com/medias/sys_master/root/hd5/hc4/14875506442270/-286Wx359H-441024242-pink-MODEL.jpg,1699,49% off,866,[XS-S-M-L-XL]
Denim Joggers with Elasticated Waistband,YB DNMX,https://assets.ajio.com/medias/sys_master/root/h3c/h1c/15853176422430/-286Wx359H-441017915-mediumblue-MODEL.jpg,1049,49% off,535,[7-8Y-9-10Y-11-12Y-13-14Y-15-16Y]
Typographic Print Joggers with Drawstring,Teamspirit,https://assets.ajio.com/medias/sys_master/root/h43/hdd/15258710900766/-286Wx359H-441033853-plum-MODEL.jpg,699,20% off,559,[XS-S-M-L-XL-XXL]
Shirt Dress with Drawstring Fastening,RIO GIRLS,https://assets.ajio.com/medias/sys_master/root/hd8/h82/14860157845534/-286Wx359H-441015766-blue-MODEL.jpg,899,49% off,458,[9-10Y-11-12Y-13-14Y]
Geometric Print High-Low Straight Kurta,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/h0f/h6f/12218344734750/-286Wx359H-440957332-black-MODEL.jpg,499,51% off,245,[XS-M]
Captain America Placement Typographic Print Joggers,DISNEY,https://assets.ajio.com/medias/sys_master/root/h75/h5e/15155389759518/-286Wx359H-441023309-black-MODEL.jpg,1199,49% off,611,[28-30-32-34-36]
Leaf Print Crew-Neck T-shirt,FIG,https://assets.ajio.com/medias/sys_master/root/h86/h53/14535169081374/-286Wx359H-441030866-white-MODEL.jpg,399,20% off,319,[XS-S-M-L-XL-XXL]
Floral Print Pleated A-line Dress,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/hc0/h1a/15478940237854/-286Wx359H-441037727-blue-MODEL.jpg,499,40% off,299,[2-3Y-3-4Y-7-8Y]
Tropical Print Joggers with Drawstring Waistband,YB DNMX,https://assets.ajio.com/medias/sys_master/root/h19/h96/15171910926366/-286Wx359H-441037891-navy-MODEL.jpg,799,40% off,479,[7-8Y-9-10Y-11-12Y-13-14Y-15-16Y]
Popeye Print Leggings with Drawstring Waistband,OTHER CHARACTERS,https://assets.ajio.com/medias/sys_master/root/h2b/h73/15024910630942/-286Wx359H-441023557-darkred-MODEL.jpg,999,49% off,509,[34-28-30-32]
Checked Shirt with Patch Pocket,DNMX,https://assets.ajio.com/medias/sys_master/root/hca/hf4/14694017073182/-286Wx359H-441024727-red-MODEL.jpg,699,51% off,343,[S-L]
Printed Straight Kurta with Roll-Up Tabs,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/hc1/h50/15815477887006/-286Wx359H-441054298-teal-MODEL.jpg,499,20% off,399,[XS-S-M-L-XL-XXL]
Floral Print Button-Down Straight Kurta,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/hdc/h6d/14492059697182/-286Wx359H-441023469-beige-MODEL.jpg,1299,49% off,662,[XS-S-M-L]
Avengers Print Crew-Neck T-shirt,DISNEY,https://assets.ajio.com/medias/sys_master/root/h1a/h26/15008176930846/-286Wx359H-441021072-charcoal-MODEL.jpg,599,49% off,305,[XS-S-M-L]
Pack of 2 Printed Cold-Shoulder Tops,INF FRENDZ,https://assets.ajio.com/medias/sys_master/root/h91/h46/14489872760862/-286Wx359H-441010424-assorted-MODEL.jpg,549,49% off,280,[6-12M-1-2Y]
Floral Print Loafers,FRISBEE,https://assets.ajio.com/medias/sys_master/root/hd4/h99/16439263100958/-286Wx359H-450132825-blue-MODEL.jpg,399,50% off,200,[UK 4-UK 5-UK 6-UK 7-UK 8]
Shirt with Buttoned Welt Pocket,POINT COVE,https://assets.ajio.com/medias/sys_master/root/h34/h40/15202751119390/-286Wx359H-441037381-turq-MODEL.jpg,799,40% off,479,[3-4Y-5-6Y-7-8Y-9-10Y-11-12Y-13-14Y]
Sleeveless Straight Kurta with Mandarin Collar,SIYAHI,https://assets.ajio.com/medias/sys_master/root/hb9/h27/11961867075614/-286Wx359H-440819529-magntafusha-MODEL.jpg,899,51% off,441,[XS-S-M-L-XL-XXL]
Graphic Print Flared Kurta with Asymmetrical Hemline,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/h0c/h0a/14996450836510/-286Wx359H-441035124-lime-MODEL.jpg,999,30% off,699,[XS-S-M-L-XL-XXL]
Capri Pants with Slip Pockets,RIO GIRLS,https://assets.ajio.com/medias/sys_master/root/hd2/hca/14876574220318/-286Wx359H-441035397-magntafusha-MODEL.jpg,299,30% off,209,[8-9Y-9-10Y-11-12Y-13-14Y-15-16Y]
Smocked Strappy Playsuit with Ruffle Overlay,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/h47/hea/15812048977950/-286Wx359H-441037636-turq-MODEL.jpg,599,40% off,359,[3-4Y-5-6Y-7-8Y]
Graphic Print V-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/h7e/h67/14492246638622/-286Wx359H-440996911-white-MODEL.jpg,299,51% off,147,[XS-S-L-XL]
Oxford Shirt with Patch Pocket,YB DNMX,https://assets.ajio.com/medias/sys_master/root/hee/hd9/14536748105758/-286Wx359H-441010318-blue-MODEL.jpg,849,49% off,433,[7-8Y-9-10Y-11-12Y-13-14Y-15-16Y]
Geometric Print Maxi A-line Dress with Insert Pockets,FUSION,https://assets.ajio.com/medias/sys_master/root/h0e/hda/14562985115678/-286Wx359H-441024181-blue-MODEL.jpg,1299,49% off,662,[XS-S-M-L-XL-XXL]
Holographic Print Leggings with Elasticated Waist,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/h88/h8f/15086282473502/-286Wx359H-441050892-pink-MODEL.jpg,199,30% off,139,[2-3Y-3-4Y-5-6Y-7-8Y]
Top with Notched Neckline,FIG,https://assets.ajio.com/medias/sys_master/root/hbd/had/14171248656414/-286Wx359H-441024548-plum-MODEL.jpg,599,51% off,294,[S-M]
Graphic Print Drawstring Joggers,INF FRENDZ,https://assets.ajio.com/medias/sys_master/root/h49/hb7/14519454695454/-286Wx359H-440959173-royalblue-MODEL.jpg,199,51% off,98,[6-12M-1-2Y]
Printed Shorts with Insert Pockets,POINT COVE,https://assets.ajio.com/medias/sys_master/root/h12/h75/15468769640478/-286Wx359H-441037393-blue-MODEL.jpg,599,40% off,359,[3-4Y-5-6Y-7-8Y]
Striped Polo T-shirt,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h56/hd0/13918201380894/-286Wx359H-441000682-red-MODEL.jpg,599,51% off,294,[S-M-L-XL-XXL]
Printed Straight Kurta with Side Slits,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/hde/h83/15065123291166/-286Wx359H-441052720-red-MODEL.jpg,499,30% off,349,[XS-S-M-L-XL]
Printed Crew-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/hd3/hdf/15234701099038/-286Wx359H-441052283-black-MODEL.jpg,299,20% off,239,[XS-S-M]
Typographic Print Crew-Neck T-shirt,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/h6f/h75/14876547711006/-286Wx359H-441036937-blue-MODEL.jpg,199,30% off,139,[2-3Y-3-4Y-5-6Y-7-8Y]
Checked Straight Kurta with Band Collar,FUSION,https://assets.ajio.com/medias/sys_master/root/h3f/h38/14758472253470/-286Wx359H-441024210-teal-MODEL.jpg,999,49% off,509,[XS-S-M-XXL]
Graphic Print Crew-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/h4d/h2d/15204244422686/-286Wx359H-441052297-pink-MODEL.jpg,299,20% off,239,[XS-S-M-L-XL]
Ankle-Length Leggings with Elasticated Waist,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/h9c/h7b/14513913462814/-286Wx359H-441020957-navy-MODEL.jpg,399,NA,399,[XS-S-M-L-XL]
Floral Printed Straight Kurta,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/h73/h72/13845379448862/-286Wx359H-441003767-mustard-MODEL.jpg,499,51% off,245,[S-L]
High-Rise Skinny Fit Jeans,DNMX,https://assets.ajio.com/medias/sys_master/root/h34/h35/14988992053278/-286Wx359H-441020214-darkblue-MODEL.jpg,1299,49% off,662,[26-28-30-32-34]
Printed Flared Kurta with Button Closure,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/h8d/hba/15750263832606/-286Wx359H-441035116-maroon-MODEL.jpg,999,30% off,699,[XS-S-M-L-XL-XXL]
Graphic Print Drawstring Joggers,INF FRENDZ,https://assets.ajio.com/medias/sys_master/root/hba/hc5/14519232036894/-286Wx359H-440959173-black-MODEL.jpg,199,51% off,98,[6-12M-1-2Y]
Animal Print Round-Neck T-shirt,RIO,https://assets.ajio.com/medias/sys_master/root/ha9/hce/14809857949726/-286Wx359H-441036287-white-MODEL.jpg,499,49% off,254,[S-M-L-XL]
Striped Polo T-shirt with Vented Hems,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h55/h14/13785443336222/-286Wx359H-441000683-pink-MODEL.jpg,599,51% off,294,[S-M-L-XXL]
710 Super Skinny Jeans,LEVIS,https://assets.ajio.com/medias/sys_master/root/h20/hd5/11220946714654/-286Wx359H-440860139-blue-MODEL.jpg,1999,30% off,1399,NA
Printed Shirt with Patch Pocket,DNMX,https://assets.ajio.com/medias/sys_master/root/h69/hdc/13694943035422/-286Wx359H-441007278-pink-MODEL.jpg,699,51% off,343,[XS-S-M-L-XL-XXL]
Panelled Track Pants with Contrast Typographic Print Taping,YB DNMX,https://assets.ajio.com/medias/sys_master/root/h6d/h11/14719937773598/-286Wx359H-441010341-blue-MODEL.jpg,799,49% off,407,[7-8Y-9-10Y-11-12Y-13-14Y]
Mid-Rise Shorts with Insert Pockets,NETPLAY,https://assets.ajio.com/medias/sys_master/root/heb/h6a/12259158229022/-286Wx359H-440929331-black-MODEL.jpg,299,NA,299,[L]
Placement Typographic Print Cropped Joggers,Teamspirit,https://assets.ajio.com/medias/sys_master/root/haa/h2f/15934392893470/-286Wx359H-441050920-blue-MODEL.jpg,699,30% off,489,[XS-S-M-XL]
Checked Shirt with Patch Pocket,POINT COVE,https://assets.ajio.com/medias/sys_master/root/h71/h47/14498997731358/-286Wx359H-441031649-turq-MODEL.jpg,699,51% off,343,[3-4Y-5-6Y-7-8Y-9-10Y-11-12Y-13-14Y]
Striped Dungaree with Patch Pockets,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/had/hd3/14719775670302/-286Wx359H-441015623-white-MODEL.jpg,799,49% off,407,[2-3Y-3-4Y-5-6Y-7-8Y]
Strappy Bodycon Dress,RIO,https://assets.ajio.com/medias/sys_master/root/h48/h0d/15575718002718/-286Wx359H-441025234-navy-MODEL.jpg,799,40% off,479,[XS-S-M-L-XL]
Graphic Print Crew-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/ha5/h7d/13978624393246/-286Wx359H-441007820-brown-MODEL.jpg,399,51% off,196,[XS-S-M-L-XL-XXL]
Mid-Rise Jeans with 5-Pockets,DNMX,https://assets.ajio.com/medias/sys_master/root/he6/h11/12081355456542/-286Wx359H-440794191-ltblue-MODEL.jpg,699,30% off,489,[UNI 30-UNI 32-UNI 34-UNI 26-UNI 28]
Striped A-line Dress with Tie-up Waist,RIO GIRLS,https://assets.ajio.com/medias/sys_master/root/hf0/h13/15468726452254/-286Wx359H-441024448-blue-MODEL.jpg,899,40% off,539,[8-9Y-9-10Y-11-12Y-13-14Y-15-16Y]
Slim Fit Shirt with Semi-Cutaway Collar,NETPLAY,https://assets.ajio.com/medias/sys_master/root/hda/h48/15224235524126/-286Wx359H-441001409-yellow-MODEL.jpg,999,51% off,490,[S-M-L-XL-XXL]
Avengers Graphic Print Crew-Neck T-shirt,DISNEY,https://assets.ajio.com/medias/sys_master/root/he6/h06/14884033789982/-286Wx359H-441022107-teal-MODEL.jpg,499,40% off,299,[9-10Y-11-12Y-13-14Y-15-16Y]
Shorts with Printed Fabric Belt,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/h8e/h84/15425600290846/-286Wx359H-441053375-white-MODEL.jpg,499,40% off,299,[2-3Y-3-4Y-5-6Y-7-8Y]
Striped Crew-Neck Top with Placement Applique,Teamspirit,https://assets.ajio.com/medias/sys_master/root/he4/h71/13740954157086/-286Wx359H-441001355-yellow-MODEL.jpg,399,51% off,196,[XS-S]
Printed Shirt with Typography,POINT COVE,https://assets.ajio.com/medias/sys_master/root/hd5/h5b/14924379029534/-286Wx359H-441031635-multi-MODEL.jpg,699,51% off,343,[3-4Y-5-6Y-7-8Y-9-10Y-11-12Y-13-14Y]
Graphic Print Round-Neck T-shirt,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/hf9/h83/15663073787934/-286Wx359H-441056280-ltpink-MODEL.jpg,199,20% off,159,[2-3Y-7-8Y]
Spiderman Print Round-Neck T-shirt,DISNEY,https://assets.ajio.com/medias/sys_master/root/hdb/h99/13977094979614/-286Wx359H-441018207-blue-MODEL.jpg,249,51% off,122,[2-3Y-7-8Y]
Checked Straight Kurta with Insert Pocket,Jaipur Kurti,https://assets.ajio.com/medias/sys_master/root/hc8/h91/13597943332894/-286Wx359H-460399412-green-MODEL.jpg,2049,65% off,717,NA
Checked Slim Fit Shirt with Patch Pocket,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h05/hac/14624335986718/-286Wx359H-441018163-maroon-MODEL.jpg,999,49% off,509,[S-M-L-XL-XXL]
Floral Print Twofer Top with Sequinned Text,RIO GIRLS,https://assets.ajio.com/medias/sys_master/root/h71/h86/14612971847710/-286Wx359H-441015754-pink-MODEL.jpg,599,49% off,305,[8-9Y-9-10Y-11-12Y-13-14Y]
Floral Print A-line Dress with Waist Tie-Up,RIO GIRLS,https://assets.ajio.com/medias/sys_master/root/hf9/h5c/15202699542558/-286Wx359H-441024452-navy-MODEL.jpg,799,40% off,479,[8-9Y-9-10Y-11-12Y-13-14Y-15-16Y]
Core Drawstring Shorts with Side Pockets,Teamspirit,https://assets.ajio.com/medias/sys_master/root/h11/h83/15292791717918/-286Wx359H-441031717-darkgrey-MODEL.jpg,499,20% off,399,[S-M-L-XL-XXL]
Washed Low-Rise Slim Fit Jeans,JOHN PLAYERS,https://assets.ajio.com/medias/sys_master/root/h5b/h2f/15144770961438/-286Wx359H-441001690-indigo-MODEL.jpg,1799,51% off,882,[28-30-32-34-36-38]
Geometric Print Straight Kurta with Asymmetrical Hem,FUSION,https://assets.ajio.com/medias/sys_master/root/h02/h26/14798084505630/-286Wx359H-441024189-coral-MODEL.jpg,999,49% off,509,[S-M-L-XL]
Striped Shirt with Patch Pocket,DNMX,https://assets.ajio.com/medias/sys_master/root/h31/h0b/14528532906014/-286Wx359H-441017024-blue-MODEL.jpg,899,49% off,458,[XS-S-M-L-XL]
Contour IDP Rhubarb Thong-Strap Flip-Flops,Puma,https://assets.ajio.com/medias/sys_master/root/h19/h97/16049865654302/-286Wx359H-460582700-maroon-MODEL.jpg,799,50% off,400,[UK 3]
Floral Print Top with Puff Sleeves,FIG,https://assets.ajio.com/medias/sys_master/root/h9b/h83/14758495715358/-286Wx359H-441022140-pink-MODEL.jpg,599,49% off,305,[XXL]
Textured Shirt with Cuffed Hemline,RIO,https://assets.ajio.com/medias/sys_master/root/hd4/h3c/15322007699486/-286Wx359H-441030373-pink-MODEL.jpg,899,49% off,458,[XS-S-M-L-XL]
Floral Print Round-Neck T-shirt,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/h9e/h16/15279893119006/-286Wx359H-441050891-white-MODEL.jpg,199,30% off,139,[2-3Y-3-4Y-5-6Y-7-8Y]
Graphic Print Crew-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/hab/h2d/13979016003614/-286Wx359H-441007856-white-MODEL.jpg,399,51% off,196,[XS-S-M-L-XL-XXL]
Leaf Print Joggers with Pockets,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/ha4/ha3/15848225177630/-286Wx359H-441035210-black-MODEL.jpg,499,30% off,349,[2-3Y-3-4Y-5-6Y-7-8Y]
Shorts with Side Pockets,Teamspirit,https://assets.ajio.com/medias/sys_master/root/h1a/h8d/15507013304350/-286Wx359H-441031717-navy-MODEL.jpg,499,20% off,399,[S-M-L-XL-XXL]
High-Rise Treggings with Buttons,RIO,https://assets.ajio.com/medias/sys_master/root/h23/h2b/14161604149278/-286Wx359H-440997309-bluemelange-MODEL.jpg,999,51% off,490,[XS-S-M-L-XL]
Micro Print Round-Neck T-shirt,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/hf2/h9e/15815797702686/-286Wx359H-441054292-coral-MODEL.jpg,499,20% off,399,[XS-L-XXL]
Pack of 3 Sleeveless Vests,Jockey,https://assets.ajio.com/medias/sys_master/root/h1a/hcb/9862070042654/-286Wx359H-440003214-white-OUTFIT.jpg,515,NA,515,[S-M-L-XL]
Embroidered Skinny Jeggings with Elasticated Waist,POINT COVE,https://assets.ajio.com/medias/sys_master/root/hd5/h92/15425183186974/-286Wx359H-441037506-blue-MODEL.jpg,799,40% off,479,[3-4Y-5-6Y-7-8Y-9-10Y-11-12Y-13-14Y]
Typographic Print Round-Neck Top,RIO,https://assets.ajio.com/medias/sys_master/root/h68/hb7/14961898946590/-286Wx359H-441037198-black-MODEL.jpg,399,20% off,319,[XS-S-M-L-XL]
High-Rise Treggings with Lace-Ups,RIO,https://assets.ajio.com/medias/sys_master/root/h02/hc9/13975570677790/-286Wx359H-440997307-black-MODEL.jpg,999,51% off,490,[XS-S-M-L]
Pleated Palazzos with Fabric Belt,POINT COVE,https://assets.ajio.com/medias/sys_master/root/h23/h33/14758423560222/-286Wx359H-441031697-blue-MODEL.jpg,899,51% off,441,[3-4Y-5-6Y-7-8Y-9-10Y-11-12Y-13-14Y]
Mid-Wash Ankle-Length Cropped Skinny Jeans,DNMX,https://assets.ajio.com/medias/sys_master/root/hd8/h04/15491169583134/-286Wx359H-441025061-medgrey-MODEL.jpg,1499,20% off,1199,[28-30-32-34-36-38]
Panelled Shirt with Mandarin Collar,YB DNMX,https://assets.ajio.com/medias/sys_master/root/h5f/h92/14525941874718/-286Wx359H-441010314-mediumblue-MODEL.jpg,899,49% off,458,[7-8Y-9-10Y-11-12Y-13-14Y]
Striped Shirt with Patch Pocket,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h9b/h3c/15785568796702/-286Wx359H-441034041-red-MODEL.jpg,899,40% off,539,[S-M-L-XL]
Mid-Rise Jeans with Insert Pockets,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/h12/h47/14936199495710/-286Wx359H-441017169-fuchsia-MODEL.jpg,549,49% off,280,[2-3Y-3-4Y-5-6Y-7-8Y]
Washable Lace-Up Sports Shoes,PERFORMAX,https://assets.ajio.com/medias/sys_master/root/h27/h33/15775061803038/-286Wx359H-450133380-grey-MODEL.jpg,1799,21% off,1421,[UK 6-UK 7-UK 8-UK 9-UK 10-UK 11]
Floral Print Straight Kurti,FUSION,https://assets.ajio.com/medias/sys_master/root/h10/ha2/14491338506270/-286Wx359H-441031334-yellow-MODEL.jpg,499,45% off,274,[XS-S-M-L-XL-XXL]
Embellished Top with Tie & Dye Overlay,RIO GIRLS,https://assets.ajio.com/medias/sys_master/root/hd7/h30/15425101070366/-286Wx359H-441038545-white-MODEL.jpg,699,40% off,419,[8-9Y-9-10Y-11-12Y-13-14Y-15-16Y]
Striped A-line Dress with Ruffled Panel,RIO GIRLS,https://assets.ajio.com/medias/sys_master/root/hf3/h73/15252898349086/-286Wx359H-441024457-white-MODEL.jpg,799,30% off,559,[8-9Y-9-10Y-11-12Y-13-14Y]
Printed A-line Kurta with Placement Embroidery,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/h4f/h78/15096551505950/-286Wx359H-441035110-offwhite-MODEL.jpg,999,30% off,699,[XS-M-L-XL]
Graphic Print Drawstring Joggers,INF FRENDZ,https://assets.ajio.com/medias/sys_master/root/he1/h14/14519347740702/-286Wx359H-440959173-red-MODEL.jpg,199,51% off,98,[6-12M-1-2Y]
Panelled Joggers with Drawstring Waistband,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/h2e/h2b/14612980498462/-286Wx359H-441017289-brown-MODEL.jpg,699,49% off,356,[2-3Y-3-4Y-5-6Y-7-8Y]
Pack of 4 Premium Face Masks with Triple-Layer Filtration,VAN HEUSEN,https://assets.ajio.com/medias/sys_master/root/hf5/h49/16454318129182/-286Wx359H-460589885-assorted-MODEL.jpg,499,21% off,394,[FS]
Square-Neck Top with Balloon Sleeves,FIG,https://assets.ajio.com/medias/sys_master/root/h24/h99/14809854672926/-286Wx359H-441031964-olive-MODEL.jpg,599,49% off,305,[XS-S-M-L-XL-XXL]
Washed 5-Pocket Jeans,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/hac/h36/14613019295774/-286Wx359H-441017162-black-MODEL.jpg,549,49% off,280,[2-3Y-3-4Y-5-6Y-7-8Y]
Polo T-Shirt with Printed Collar,NETPLAY,https://assets.ajio.com/medias/sys_master/root/ha3/h5d/15575229464606/-286Wx359H-441024409-pink-MODEL.jpg,699,40% off,419,[S-M-L-XL-XXL]
Printed Palazzo with Drawstring,SIYAHI,https://assets.ajio.com/medias/sys_master/root/hf8/h71/15342610481182/-286Wx359H-441029652-navy-MODEL.jpg,999,30% off,699,[XS-S-M-L-XL-XXL]
Printed Lehenga Choli with Dupatta,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/h99/h9c/15439361114142/-286Wx359H-441031062-fuchsia-MODEL.jpg,999,50% off,500,[5-6Y-2-3Y-3-4Y-7-8Y]
Graphic Print Colourblock T-shirt with Tie-Ups,RIO,https://assets.ajio.com/medias/sys_master/root/hb6/h79/14819397206046/-286Wx359H-441036289-white-MODEL.jpg,499,49% off,254,[S-M-L]
Printed Straight Kurta with Side Slits,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/he3/h84/13539566878750/-286Wx359H-441001131-black-MODEL.jpg,499,51% off,245,[XS]
Printed Straight Kurta with Pull-Up Tabs,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/h5a/hc7/15164275261470/-286Wx359H-441052755-aqua-MODEL.jpg,499,30% off,349,[S-L-XXL]
Floral Print A-line Kurta with Sleeve Tabs,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/h48/h0d/15130391216158/-286Wx359H-441052726-peach-MODEL.jpg,499,30% off,349,[XS-S-M-L]
Snoopy Print Joggers with Contrast Taping,OTHER CHARACTERS,https://assets.ajio.com/medias/sys_master/root/ha6/h02/15038787878942/-286Wx359H-441021222-black-MODEL.jpg,899,30% off,629,[34-36-28-30-32]
Checked Slim Fit Shirt with Patch Pocket,NETPLAY,https://assets.ajio.com/medias/sys_master/root/hcd/h5d/14449201086494/-286Wx359H-441018198-blue-MODEL.jpg,899,40% off,539,[S-M-L-XL-XXL]
Striped Cotton Trousers with Insert Pockets,Juniper,https://assets.ajio.com/medias/sys_master/root/h52/h3a/16114976849950/-286Wx359H-441066705-mint-MODEL.jpg,1049,60% off,420,[S-M-L-XL]
Floral Print Straight Kurta with Notched Neckline,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/h13/he1/13717533229086/-286Wx359H-441003769-turquiose-MODEL.jpg,499,51% off,245,[S-M-XXL]
Striped Slim Fit Shirt with Patch Pocket,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h15/h00/14559505055774/-286Wx359H-441018181-orange-MODEL.jpg,999,40% off,599,[S-L-XL-XXL]
Racerback Sports Bra,PERFORMAX,https://assets.ajio.com/medias/sys_master/root/h6d/h9d/15425109196830/-286Wx359H-441015439-ltgrey-MODEL.jpg,799,50% off,400,[M-XL]
