title,brand,image_url,priced_before,discount_percent,current_price,size
Crew-Neck T-shirt with Typography,DNMX,https://assets.ajio.com/medias/sys_master/root/h15/h9c/15329832960030/-286Wx359H-441054795-blue-MODEL.jpg,399,25% off,299,[XS-S-M-L-XL-XXL]
Checked Cotton Shirt with Patch Pocket,JOHN PLAYERS,https://assets.ajio.com/medias/sys_master/root/hc0/h8b/14357945516062/-286Wx359H-441001731-darkgrey-MODEL.jpg,1799,51% off,882,[S-M-L-XL-XXL]
Crocband Printed Thong-Strap Flip-Flops,CROCS,https://assets.ajio.com/medias/sys_master/root/20200724/ewoQ/5f19dc717cdb8c220784ecb9/-286Wx359H-460603306-orange-MODEL.jpg,2795,24% off,2124,[UK 5-UK 8]
Joggers with Contrast Side Stripes,Teamspirit,https://assets.ajio.com/medias/sys_master/root/h0a/h71/15322022445086/-286Wx359H-441034833-black-MODEL.jpg,999,NA,999,[S-M-L-XL-XXL]
Mid-Rise Washed Jeans,DNMX,https://assets.ajio.com/medias/sys_master/root/h55/h08/12122020577310/-286Wx359H-440930459-medgrey-MODEL.jpg,999,30% off,699,[30-32-36-38]
Printed Hot Pants with Drawstring Fastening,RIO GIRLS,https://assets.ajio.com/medias/sys_master/root/h91/h4a/15204395745310/-286Wx359H-441024445-darkblue-MODEL.jpg,399,40% off,239,[8-9Y-9-10Y-11-12Y]
Panelled Joggers with Drawstring Waistband,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/hac/h37/14564576395294/-286Wx359H-441017291-navy-MODEL.jpg,699,49% off,356,[3-4Y]
Graphic Print Crew-Neck T-shirt,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/h94/hf7/14876645130270/-286Wx359H-441036949-blue-MODEL.jpg,299,30% off,209,[2-3Y-3-4Y-5-6Y-7-8Y]
Slides with Signature Branding,UNITED COLORS OF BENETTON,https://assets.ajio.com/medias/sys_master/root/h88/h4c/15649598079006/-286Wx359H-460568256-black-MODEL.jpg,1499,23% off,1154,[UK 8-UK 9-UK 10]
Typographic Print Crew-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/h7d/h52/13041248829470/-286Wx359H-440959610-peach-MODEL.jpg,399,51% off,196,[XS-M-L]
Pleated Cotton Pants with Insert Pockets,Jaipur Kurti,https://assets.ajio.com/medias/sys_master/root/h18/h08/13606590742558/-286Wx359H-460399432-grey-MODEL.jpg,1299,58% off,546,[XL-XXL]
Floral Pattern A-line Dress with Rosettes,INF FRENDZ,https://assets.ajio.com/medias/sys_master/root/h40/hca/14900248248350/-286Wx359H-441021112-peach-MODEL.jpg,899,49% off,458,[1-2Y]
Mid-Rise Flat-Front Skinny Fit Trousers,JOHN PLAYERS,https://assets.ajio.com/medias/sys_master/root/h09/h4d/14359439736862/-286Wx359H-441001929-navyblue-MODEL.jpg,1599,51% off,784,[30-32-34-36-38-40]
Lightly Washed Mid-Rise Skinny Jeans,POINT COVE,https://assets.ajio.com/medias/sys_master/root/h24/h5a/15171986653214/-286Wx359H-441037408-blue-MODEL.jpg,999,40% off,599,[7-8Y-9-10Y-11-12Y]
Polo T-shirt with Stand Collar,Teamspirit,https://assets.ajio.com/medias/sys_master/root/hdf/h3a/11543877222430/-286Wx359H-440885271-blue-MODEL.jpg,599,51% off,294,[XS-S-L-XXL]
Ankle-Length Leggings with Elasticated Waist,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/h5f/h59/14513847599134/-286Wx359H-441020957-yellow-MODEL.jpg,399,NA,399,[XS-S-M-L-XL]
Relaxed Fit Washed Joggers with Drawcord,YB DNMX,https://assets.ajio.com/medias/sys_master/root/h0d/h23/15519634161694/-286Wx359H-441037573-grey-MODEL.jpg,1049,30% off,734,[11-12Y-15-16Y]
Typographic Print Crew-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/h56/h39/15343394619422/-286Wx359H-441052813-cream-MODEL.jpg,399,25% off,299,[XS-S-M-L-XL-XXL]
Typographic Print Round-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/hcf/he5/14599490830366/-286Wx359H-441015811-red-MODEL.jpg,499,51% off,245,[XS-S-M-L-XL-XXL]
Heart Print Fit & Flare Dress,Mothercare,https://assets.ajio.com/medias/sys_master/root/he4/he2/16816143761438/-286Wx359H-410151398-brigm-MODEL.jpg,599,NA,599,[3-6M-12-18M-18-24M]
Jeans with Insert Pockets,POINT COVE,https://assets.ajio.com/medias/sys_master/root/hbe/hff/14646552592414/-286Wx359H-441031700-black-MODEL.jpg,899,51% off,441,[3-4Y-5-6Y-7-8Y-9-10Y-11-12Y-13-14Y]
Graphic Print Crew-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/h9c/h50/15086620409886/-286Wx359H-441037212-grey-MODEL.jpg,299,40% off,179,[XS-S-M-L-XL]
Checked Shirt with Detachable Hood,DNMX,https://assets.ajio.com/medias/sys_master/root/h45/hba/11872937115678/-286Wx359H-440873719-green-MODEL.jpg,1499,51% off,735,[S-M-L-XL-XXL]
Printed Dupatta with Fringe Tassels,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/ha4/hcc/13210978091038/-286Wx359H-440963696-red-MODEL.jpg,499,51% off,245,[FS]
Typographic Print Crew-Neck T-shirt,LEVIS,https://assets.ajio.com/medias/sys_master/root/hd1/hb0/15425800929310/-286Wx359H-460545528-green-MODEL.jpg,999,30% off,699,[M-XL]
Denim Dungaree Dress with Striped Straps,RIO GIRLS,https://assets.ajio.com/medias/sys_master/root/he9/h1c/14758498205726/-286Wx359H-441015784-blue-MODEL.jpg,899,49% off,458,[8-9Y-9-10Y-11-12Y-13-14Y-15-16Y]
Leggings with Elasticated Waistband,Go Colors,https://assets.ajio.com/medias/sys_master/root/hfe/hc9/13911755128862/-286Wx359H-440951147-charcoal-MODEL.jpg,499,NA,499,[S-M-XL]
Textured Round-Neck Top with Balloon Sleeves,FIG,https://assets.ajio.com/medias/sys_master/root/h35/h89/15038753374238/-286Wx359H-441023263-mauve-MODEL.jpg,799,50% off,400,[XS-S-M-L-XL-XXL]
Woundrous II Low-Top Sports Shoes,ADIDAS,https://assets.ajio.com/medias/sys_master/root/h79/ha6/15635433062430/-286Wx359H-450135520-white-MODEL.jpg,3999,45% off,2199,[UK 6-UK 7-UK 8-UK 9-UK 10-UK 11]
Polo T-shirt with Contrast Tipping,FIRST CLASS,https://assets.ajio.com/medias/sys_master/root/h25/h47/15624239546398/-286Wx359H-441052703-wine-MODEL.jpg,399,NA,399,[S-M-L-XL]
Slim Fit Shorts with Insert Pockets,DNMX,https://assets.ajio.com/medias/sys_master/root/hde/h0a/15156955545630/-286Wx359H-441025074-blue-MODEL.jpg,799,30% off,559,[32-34-36]
Ankle-Length Leggings with Elasticated Waist,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/h87/h33/14644586545182/-286Wx359H-441020957-pink-MODEL.jpg,399,NA,399,[XS-S-M-L-XL]
Donald Duck Print Round-Neck T-shirt,DISNEY,https://assets.ajio.com/medias/sys_master/root/h03/h72/13493032779806/-286Wx359H-440991143-yellow-MODEL.jpg,499,51% off,245,[13-14Y-9-10Y-8-9Y-11-12Y]
Floral Print Shirt with Patch Pocket,DNMX,https://assets.ajio.com/medias/sys_master/root/h69/h20/13694979735582/-286Wx359H-441007280-blue-MODEL.jpg,699,51% off,343,[XS-S-M-L-XL-XXL]
Superman Print Round-Neck T-shirt,Warner Brothers,https://assets.ajio.com/medias/sys_master/root/hf2/h7a/13935339700254/-286Wx359H-441005126-blue-MODEL.jpg,499,51% off,245,[5-6Y-2-3Y-3-4Y-7-8Y]
Camoflauge Print Shirt with Buttoned Flap Pockets,DNMX,https://assets.ajio.com/medias/sys_master/root/h07/h8b/13002233380894/-286Wx359H-440974620-blue-MODEL.jpg,999,51% off,490,[S-M-L-XL-XXL]
Floral Print Straight Kurta,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/hd2/hf5/16671201984542/-286Wx359H-441035118-grey-MODEL.jpg,999,30% off,699,NA
Typographic Print Crew-Neck Top,RIO,https://assets.ajio.com/medias/sys_master/root/h9b/hcb/14772053966878/-286Wx359H-440929560-greymelange-MODEL.jpg,399,51% off,196,[XS-S-M-L-XL]
Floral Print High-Low Kurta,FUSION,https://assets.ajio.com/medias/sys_master/root/h29/h03/14860236816414/-286Wx359H-441025320-navy-MODEL.jpg,499,20% off,399,[XS-S-M-L-XL-XXL]
Striped Textured Sliders,FRISBEE,https://assets.ajio.com/medias/sys_master/root/hbc/hc8/13685502672926/-286Wx359H-450128346-red-OUTFIT.jpg,399,50% off,200,[UK 4-UK 5-UK 6-UK 7-UK 8]
Textured A-line Kurta with Embroidered Neckline,AJIO,https://assets.ajio.com/medias/sys_master/root/hdb/h93/15397699289118/-286Wx359H-460523836-green-MODEL.jpg,1499,47% off,794,[XS-S-M-L-XL]
Printed Leggings with Elasticated Waist,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/hfe/h38/12568351080478/-286Wx359H-440954625-greymelange-MODEL.jpg,199,51% off,98,[5-6Y-2-3Y-3-4Y-7-8Y]
Rompers with Schiflli Embroidery,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/h0b/hf0/15662051885086/-286Wx359H-441037631-blue-MODEL.jpg,699,40% off,419,[2-3Y-5-6Y]
Textured Fit & Flare Dress,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/h7e/h99/14694522978334/-286Wx359H-441015637-navy-MODEL.jpg,699,49% off,356,[2-3Y-3-4Y-7-8Y]
Jogger Jeans with Elasticated Waist,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/hc9/h32/15590898499614/-286Wx359H-441010267-greymelange-MODEL.jpg,699,49% off,356,[2-3Y-3-4Y-5-6Y-7-8Y]
Crew-Neck T-shirt with Contrast Stripes,Teamspirit,https://assets.ajio.com/medias/sys_master/root/h36/h05/15697158832158/-286Wx359H-441021617-white-MODEL.jpg,599,30% off,419,[XS-S-M-L-XL-XXL]
Crew-Neck T-shirt with Raglan Sleeves,PERFORMAX,https://assets.ajio.com/medias/sys_master/root/h65/h52/15680939360286/-286Wx359H-441036731-black-MODEL.jpg,599,15% off,509,[S-M-L-XXL]
Pleat-Front Jumpsuit,RIO GIRLS,https://assets.ajio.com/medias/sys_master/root/hc8/hc6/14876496101406/-286Wx359H-441015790-red-MODEL.jpg,899,49% off,458,[8-9Y-9-10Y-11-12Y-13-14Y-15-16Y]
Printed Flared Skirt with Tie-Up,SIYAHI,https://assets.ajio.com/medias/sys_master/root/h31/hea/14528329220126/-286Wx359H-441029573-mustard-MODEL.jpg,999,49% off,509,[S-M-L-XL-XXL]
Floral Print High-Low Straight Kurta,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/ha3/hb5/13319861665822/-286Wx359H-440992658-ltblue-MODEL.jpg,499,51% off,245,[XS-S]
Floral Print Straight Kurti,FUSION,https://assets.ajio.com/medias/sys_master/root/hac/h62/14491658321950/-286Wx359H-441031343-lavender-MODEL.jpg,499,45% off,274,[XS-S-M-L]
Cotton Henley T-shirt,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/hfb/h6c/14765108363294/-286Wx359H-440745742-redorange-MODEL.jpg,249,25% off,187,NA
Printed Culottes with Waist Tie-Up,RIO GIRLS,https://assets.ajio.com/medias/sys_master/root/h45/hf6/15163846623262/-286Wx359H-441024443-navy-MODEL.jpg,549,30% off,384,[8-9Y-9-10Y-11-12Y-13-14Y-15-16Y]
Floral Print High-Low Straight Kurta,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/h2f/h8d/12259090595870/-286Wx359H-440946941-black-MODEL.jpg,499,51% off,245,[XS-S-L-XL-XXL]
Floral Print Dungaree Playsuit with Pockets,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/h20/h7d/15258127040542/-286Wx359H-441037930-pink-MODEL.jpg,699,40% off,419,[3-4Y-5-6Y-7-8Y]
Shirt with Patch Pocket,NETWORK,https://assets.ajio.com/medias/sys_master/root/hd0/h99/11927561961502/-286Wx359H-440824545-beige-MODEL.jpg,599,51% off,294,[UNI 40-UNI 42-UNI 44-UNI 46-UNI 39]
Micro Print Polo T-shirt,NETPLAY,https://assets.ajio.com/medias/sys_master/root/haa/h64/14274793799710/-286Wx359H-441000678-red-MODEL.jpg,599,51% off,294,[S-M-L-XL-XXL]
Embroidered Sleeveless Round-Neck Top,FUSION,https://assets.ajio.com/medias/sys_master/root/hb5/hfd/13580804849694/-286Wx359H-440988793-wine-MODEL.jpg,799,51% off,392,[XS-S-M-L-XL]
Striped High-Low Shirt,RIO,https://assets.ajio.com/medias/sys_master/root/h9e/hc8/15292092776478/-286Wx359H-441025255-offwhite-MODEL.jpg,599,30% off,419,[XS-S-L-XL]
Flat Front Tapered Trousers,NETPLAY,https://assets.ajio.com/medias/sys_master/root/hd4/h32/14422216146974/-286Wx359H-441018499-black-MODEL.jpg,1499,49% off,764,[30-32-34-36-38]
Printed Sleeveless A-line Kurta,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/h9e/hfe/15096551047198/-286Wx359H-441023526-yellow-MODEL.jpg,999,49% off,509,[XS-S-M-L-XL-XXL]
Superman Graphic Print Crew-Neck T-shirt,Warner Brothers,https://assets.ajio.com/medias/sys_master/root/h0a/h0e/14936065998878/-286Wx359H-441021071-mediumblue-MODEL.jpg,599,49% off,305,[S-M-L]
Mid-Rise Relaxed Fit Jeans,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/h66/hbb/13250108653598/-286Wx359H-440948175-blue-MODEL.jpg,499,25% off,374,[5-6Y-2-3Y-3-4Y-7-8Y]
Striped Flat-Knit Sweater with Ribbed Hems,Teamspirit,https://assets.ajio.com/medias/sys_master/root/hc3/h83/13928450555934/-286Wx359H-440990363-fuchsia-MODEL.jpg,799,51% off,392,[XS-S-M-L-XL-XXL]
Pack of 3 Button-Down Round-Neck T-shirts,INF FRENDZ,https://assets.ajio.com/medias/sys_master/root/hd1/hf4/15906793422878/-286Wx359H-441037909-assorted-MODEL.jpg,649,30% off,454,[0-3M-0-6M-6-12M-12-18M]
Checked Playsuit with Elasticated Waistband,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/h99/hf5/14646516285470/-286Wx359H-441017201-orange-MODEL.jpg,599,49% off,305,[2-3Y-3-4Y-5-6Y-7-8Y]
Checked Shirt with Patch Pocket,DNMX,https://assets.ajio.com/medias/sys_master/root/h24/h5d/14713251168286/-286Wx359H-441024727-denimblue-MODEL.jpg,699,51% off,343,[M-L]
Textured Thong-Strap Flip-Flops,Skechers,https://assets.ajio.com/medias/sys_master/root/h78/h0f/11200971997214/-286Wx359H-450103670-chocolate-OUTFIT.jpg,3799,25% off,2849,[UK 10-UK 9-UK 8-UK 7]
Striped Polo T-shirt,YB DNMX,https://assets.ajio.com/medias/sys_master/root/hf1/hfc/15202652586014/-286Wx359H-441031088-navy-MODEL.jpg,549,49% off,280,[7-8Y-9-10Y-11-12Y-13-14Y-15-16Y]
Typographic Print Fit-&-Flare Dress,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/hcd/h88/15367936475166/-286Wx359H-441031039-red-MODEL.jpg,399,40% off,239,[2-3Y-5-6Y]
Cold-Shoulder Fit & Flare Dress with Rosette,INF FRENDZ,https://assets.ajio.com/medias/sys_master/root/hc7/h26/15468745916446/-286Wx359H-441036643-magntafusha-MODEL.jpg,899,30% off,629,[6-12M-1-2Y]
Striped Shirt with Patch Pocket,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h08/h11/14875535736862/-286Wx359H-441018167-navy-MODEL.jpg,999,40% off,599,[S-M-XL]
Printed Kurta Dhoti Set,INF FRENDZ,https://assets.ajio.com/medias/sys_master/root/h33/hea/15084549308446/-286Wx359H-441037765-darkred-MODEL.jpg,699,49% off,356,[6-12M-1-2Y]
High-Rise Mid-Wash Jeans,DNMX,https://assets.ajio.com/medias/sys_master/root/hac/h34/14798154530846/-286Wx359H-441020228-grey-MODEL.jpg,1299,49% off,662,[26-30-32-34]
Checked Slim Fit Shirt with Patch Pocket,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h0b/h6f/14609951883294/-286Wx359H-441010712-navy-MODEL.jpg,999,40% off,599,[S-M-L-XL-XXL]
Striped Longline Shirt with Waist Tie-Up,DNMX,https://assets.ajio.com/medias/sys_master/root/h08/h45/15262903762974/-286Wx359H-441029791-navy-MODEL.jpg,999,40% off,599,[XS-S-M-L]
Mid-Rise Flat-Front Trousers,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h97/ha6/14499062284318/-286Wx359H-441025084-black-MODEL.jpg,1299,40% off,779,[28-30-32-34-36]
Kadee II W Pool Flip-Flops,CROCS,https://assets.ajio.com/medias/sys_master/root/20200728/PtZk/5f1f2034f997ddfa5323958e/-286Wx359H-460624969-aqua-MODEL.jpg,1995,18% off,1636,NA
Graphic Print Crew-Neck T-shirt,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/h19/h30/14489837174814/-286Wx359H-441036944-white-MODEL.jpg,199,30% off,139,[2-3Y-3-4Y-5-6Y-7-8Y]
Graphic Print Round-Neck T-shirt,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/h24/h75/14922457710622/-286Wx359H-441010281-white-MODEL.jpg,449,49% off,229,[3-4Y-5-6Y-7-8Y]
Graphic Print Crew-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/hc2/hd6/15024884645918/-286Wx359H-441039329-olive-MODEL.jpg,399,25% off,299,[XS-S-M-L-XL]
Cargo Pants with Elasticated Hems,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/h6b/h18/15415493197854/-286Wx359H-441037708-pink-MODEL.jpg,499,40% off,299,[2-3Y-3-4Y-5-6Y-7-8Y]
Track Pants with Drawstring Waist,Teamspirit,https://assets.ajio.com/medias/sys_master/root/h77/hff/16747849515038/-286Wx359H-441055180-ltpink-MODEL.jpg,699,15% off,594,[XS-S-M-L-XL-XXL]
Floral Print Twofer Top,RIO GIRLS,https://assets.ajio.com/medias/sys_master/root/hbf/ha6/15353328631838/-286Wx359H-441024462-magntafusha-MODEL.jpg,599,40% off,359,[8-9Y-9-10Y-11-12Y-13-14Y]
Broadcloth Slim Fit Shirt with Button-Down Collar,BROOKS BROTHERS,https://assets.ajio.com/medias/sys_master/root/h37/hcf/12823744610334/-286Wx359H-410163114-0-MODEL.jpg,6000,40% off,3600,NA
Graphic Print Round-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/h7e/h11/14343139033118/-286Wx359H-441030017-white-MODEL.jpg,299,51% off,147,[XS-S-M-L-XL]
Joggers with Contrast Panels,Teamspirit,https://assets.ajio.com/medias/sys_master/root/h78/h55/15321227624478/-286Wx359H-441021675-darkpink-MODEL.jpg,999,30% off,699,[XS-S-M-L]
Slim Fit Shorts with Insert Pockets,DNMX,https://assets.ajio.com/medias/sys_master/root/h8d/h1d/15138261336094/-286Wx359H-441025074-beige-MODEL.jpg,799,30% off,559,[28-30-32-34-36-38]
Slim Fit Jogger Jeans,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/hd5/h36/14883915956254/-286Wx359H-441010597-black-MODEL.jpg,799,49% off,407,[3-4Y-5-6Y-7-8Y]
Cut-Out Sandals with Velcro Fastening,Lee Cooper,https://assets.ajio.com/medias/sys_master/root/h19/hdd/15065822887966/-286Wx359H-450130938-black-OUTFIT.jpg,2599,50% off,1300,[UK 6-UK 7-UK 8-UK 9-UK 10]
Mid-Rise Relaxed Fit Jeans,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/h03/h91/13250150072350/-286Wx359H-440948175-ltblue-MODEL.jpg,499,25% off,374,[5-6Y-2-3Y-3-4Y-7-8Y]
Floral Print Crew-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/hc0/h68/15736354078750/-286Wx359H-441034942-blue-MODEL.jpg,699,20% off,559,[XS-M-L]
Graphic Print Crew-Neck T-shirt,RIO GIRLS,https://assets.ajio.com/medias/sys_master/root/h01/h52/13930812342302/-286Wx359H-441004878-white-MODEL.jpg,349,51% off,171,[9-10Y-13-14Y-15-16Y]
Flat-Front Cropped Chinos with Insert Pockets,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h23/h95/14104014290974/-286Wx359H-441018492-blue-MODEL.jpg,1499,40% off,899,[28-30-32-34-36]
Striped Shirt with Patch Pocket,NETPLAY,https://assets.ajio.com/medias/sys_master/root/hfd/h13/13597456072734/-286Wx359H-440999540-blue-MODEL.jpg,999,51% off,490,[S-M-L-XL-XXL]
Lightly Washed Denim Shorts with Belt,POINT COVE,https://assets.ajio.com/medias/sys_master/root/h7b/h30/15024904962078/-286Wx359H-441037396-blue-MODEL.jpg,799,40% off,479,[3-4Y-5-6Y-7-8Y-11-12Y-13-14Y]
Minnie & Daisy Print Layered T-shirt,DISNEY,https://assets.ajio.com/medias/sys_master/root/h22/h8e/15083895521310/-286Wx359H-441022168-red-MODEL.jpg,499,40% off,299,[2-3Y-3-4Y-5-6Y-7-8Y]
Floral Print Flat-Front Trousers,RIO GIRLS,https://assets.ajio.com/medias/sys_master/root/h64/h5f/14710515040286/-286Wx359H-441015777-pink-MODEL.jpg,949,49% off,484,[8-9Y-9-10Y-11-12Y-13-14Y-15-16Y]
Printed Round-Neck Poncho,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/h51/h16/15662042710046/-286Wx359H-441037688-greymelange-MODEL.jpg,399,40% off,239,[2-3Y-3-4Y-5-6Y-7-8Y]
Floral Print Straight Kurta with Slits,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/hcd/hde/13426573574174/-286Wx359H-441001130-aquablue-MODEL.jpg,499,51% off,245,[XS-S-M-L-XL-XXL]
Sliders with Branding,UNITED COLORS OF BENETTON,https://assets.ajio.com/medias/sys_master/root/hf7/h70/14290694275102/-286Wx359H-460449365-white-OUTFIT.jpg,1499,34% off,989,[UK 6-UK 7]
Textured Mid-Rise Shorts,POINT COVE,https://assets.ajio.com/medias/sys_master/root/he5/h86/15875726671902/-286Wx359H-441037436-grey-MODEL.jpg,599,30% off,419,NA
Slim Fit Shirt with Curved Hemline,ARMANI EXCHANGE,https://assets.ajio.com/medias/sys_master/root/ajio/catalog/5f00d0c7f997dd433b48e36e/-286Wx359H-410228014-alloy-MODEL.jpg,5999,50% off,3000,NA
Printed Round-Neck T-shirt,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/h87/h8e/15343419719710/-286Wx359H-441054887-yellow-MODEL.jpg,199,20% off,159,[2-3Y-3-4Y-5-6Y-7-8Y]
Slim Fit Shirt with Welt Pocket,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h98/h09/12259737075742/-286Wx359H-440927908-red-MODEL.jpg,999,51% off,490,[S-M-L-XL-XXL]
Typographic Print Crew-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/hce/hab/15038789156894/-286Wx359H-441039316-olive-MODEL.jpg,499,25% off,374,[XS-S-M-L-XL-XXL]
Graphic Print Crew-Neck T-shirt,INF FRENDZ,https://assets.ajio.com/medias/sys_master/root/hf0/h60/14767638315038/-286Wx359H-440934929-green-MODEL.jpg,199,51% off,98,[UNI 6-12M-UNI 18-24M-UNI 12-18M]
Floral Print Top with Notched Neckline,DNMX,https://assets.ajio.com/medias/sys_master/root/h79/h66/15210076569630/-286Wx359H-441037792-white-MODEL.jpg,599,40% off,359,[XS-S-M-L-XL]
Heathered Joggers with Insert Pockets,Teamspirit,https://assets.ajio.com/medias/sys_master/root/h9b/he1/15138635022366/-286Wx359H-441031714-ecrumelange-MODEL.jpg,599,20% off,479,[S-M-L-XL-XXL]
Snoopy Print Top with Front Knot,OTHER CHARACTERS,https://assets.ajio.com/medias/sys_master/root/h01/h49/14276986077214/-286Wx359H-441005340-red-MODEL.jpg,599,51% off,294,[XS-S-M-L-XL]
Printed Shirt with Patch Pocket,POINT COVE,https://assets.ajio.com/medias/sys_master/root/h6a/h1b/14498858532894/-286Wx359H-441031652-navy-MODEL.jpg,699,51% off,343,[3-4Y-5-6Y-7-8Y-9-10Y-11-12Y-13-14Y]
Star Print Slip-On Flat Shoes,FRENDZ,https://assets.ajio.com/medias/sys_master/root/hbc/ha9/16529059905566/-286Wx359H-450133835-pink-MODEL.jpg,399,30% off,279,[4-5Y-5-6Y-6-7Y-7-8Y]
Ditsy Print Slim Fit Cargo Shorts,DNMX,https://assets.ajio.com/medias/sys_master/root/hc1/h1d/15479052238878/-286Wx359H-441025075-grey-MODEL.jpg,999,30% off,699,[30-32-34-36]
Tropical Print Joggers with Drawstring Waistband,YB DNMX,https://assets.ajio.com/medias/sys_master/root/h2f/h0b/15575228645406/-286Wx359H-441037891-ecru-MODEL.jpg,849,40% off,509,[7-8Y-9-10Y-11-12Y-13-14Y-15-16Y]
Washable Low-Top Shoes with Toggle Fastening,PERFORMAX,https://assets.ajio.com/medias/sys_master/root/h45/h68/15775012782110/-286Wx359H-450133408-white-MODEL.jpg,1799,21% off,1421,[UK 6-UK 7-UK 8-UK 9-UK 10-UK 11]
Fit & Flare Dress with Floral Embroidery,INF FRENDZ,https://assets.ajio.com/medias/sys_master/root/h3d/h40/12552636989470/-286Wx359H-440952915-peach-MODEL.jpg,699,51% off,343,[6-12M-12-18M-18-24M]
Mid-Rise Skinny Fit Jeans,Hubberholme,https://assets.ajio.com/medias/sys_master/root/h71/ha9/15258603618334/-286Wx359H-460539021-blue-MODEL.jpg,1699,68% off,544,[30-32-34-36]
Panelled Shirt with Printed Bow,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/hd9/h8a/14526863900702/-286Wx359H-441010638-white-MODEL.jpg,649,49% off,331,[5-6Y-7-8Y]
Typographic Print Lounge Set,Slumber Jill,https://assets.ajio.com/medias/sys_master/root/h42/h15/9442520727582/-286Wx359H-460039106-indigo-MODEL.jpg,799,25% off,599,NA
Printed Round-Neck Sweatshirt,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/h17/hf9/12312517738526/-286Wx359H-440941504-coral-MODEL.jpg,499,51% off,245,[2-3Y-5-6Y-7-8Y]
Printed Palazzos with Semi-Elasticated Waist,FUSION,https://assets.ajio.com/medias/sys_master/root/h18/h9c/14491823079454/-286Wx359H-441024728-lime-MODEL.jpg,999,49% off,509,[XS-S-M-L-XL]
Floral Print Panelled Flared Kurta with Contrast Yoke,Biba,https://assets.ajio.com/medias/sys_master/root/h90/hb3/15936941260830/-286Wx359H-460607753-peach-MODEL.jpg,1999,50% off,1000,[XS-M-L]
Graphic Print T-shirt & Shorts Set,INF FRENDZ,https://assets.ajio.com/medias/sys_master/root/hb1/hfd/14517137899550/-286Wx359H-441037594-ltpeach-MODEL.jpg,349,30% off,244,[12-18M-18-24M]
Textured Jogger Pants with Elasticated Drawstring Waistband,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/hd0/h50/13459789053982/-286Wx359H-440995277-ltkhaki-MODEL.jpg,499,25% off,374,[5-6Y-2-3Y-3-4Y-7-8Y]
Panelled Fitness Leggings,PERFORMAX,https://assets.ajio.com/medias/sys_master/root/hbb/hac/15367306248222/-286Wx359H-441015443-jetblack-MODEL.jpg,999,50% off,500,[S-M-L-XL]
Shirt with Patch Pocket,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h31/he5/11847027785758/-286Wx359H-440871428-green-MODEL.jpg,999,51% off,490,[S-M-L-XL-XXL]
