title,brand,image_url,priced_before,discount_percent,current_price,size
Jaipuri Print Cotton Salwar Pants,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h88/hbc/15750317637662/-286Wx359H-460553674-pink-MODEL.jpg,1499,60% off,600,[XS-S-M-L-XL]
Handloom Bengal Pure Silk Matka Sequined Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h78/h84/15172441341982/-286Wx359H-460542629-white-MODEL.jpg,17999,70% off,5400,[FS]
Handblock Print Pipar Pure Chanderi Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hc4/h2d/15083754422302/-286Wx359H-460431809-black-MODEL.jpg,4999,72% off,1400,[FS]
Printed Cotton Silk Nehru Jacket,NEUDIS,https://assets.ajio.com/medias/sys_master/root/h2c/hb1/14342302171166/-286Wx359H-460476852-white-MODEL.jpg,3499,60% off,1400,[S-XL-L-M]
Woven Mina Ganga Jamuna Border Kota Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hdd/h83/15951391752222/-286Wx359H-460567416-green-MODEL.jpg,3999,65% off,1400,[FS]
Handloom Bhagalpur Pure Tussar Silk Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h02/hb7/17048296914974/-286Wx359H-460488118-beige-MODEL.jpg,9999,60% off,4000,[FS]
Woven Zari Saree with Brocade Border,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h8d/he1/14961951047710/-286Wx359H-460513597-orange-OUTFIT.jpg,7999,72% off,2240,[FS]
Handloom Bengal Tie & Dye Saree with Zari Pallu,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h56/h5b/15634169397278/-286Wx359H-460542777-green-MODEL.jpg,3499,60% off,1400,[FS]
Khari Handblock Print Maheshwari Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h84/ha4/15559156793374/-286Wx359H-460471506-white-MODEL.jpg,5999,70% off,1800,[FS]
Dabu Handblock Print Indigo Chanderi Saree with Ghicha Border,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h49/h75/15563157831710/-286Wx359H-460471491-indigo-MODEL.jpg,5999,70% off,1800,[FS]
Zari Checked Saree with Ornate Border,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hbc/h60/14315880841246/-286Wx359H-460454935-magenta-OUTFIT.jpg,3999,72% off,1120,[FS]
Pothys Banarasi Embossed Printed Brocade Saree,Pothys,https://assets.ajio.com/medias/sys_master/root/ajio/catalog/5f0c79c67cdb8c721b7b9549/-286Wx359H-460621520-beige-MODEL.jpg,2495,NA,2495,NA
Handloom Bengal Pure Silk Matka Jamdani Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h9e/h5e/15172663705630/-286Wx359H-460542579-blue-MODEL.jpg,17999,70% off,5400,[FS]
Banarasi Silk Kataan Mina Tanchoi Saree,Banarasi Style,https://assets.ajio.com/medias/sys_master/root/hb1/h1f/14728501592094/-286Wx359H-460477928-beige-OUTFIT.jpg,9999,55% off,4500,[FS]
Handloom Pure Chanderi Jamdani Buti Dupatta,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hb3/hd4/15426316140574/-286Wx359H-460559711-lavender-MODEL.jpg,3499,60% off,1400,[FS]
South Silk Saree with Zari Tissue Border,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hae/hdc/14146480177182/-286Wx359H-460454828-lightbrown-OUTFIT.jpg,1999,71% off,580,[FS]
Filigree Dangler Earrings with Tassels,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hff/hfa/13625856426014/-286Wx359H-460401568-peach-OUTFIT.jpg,699,80% off,140,[FS]
Handloom Pure Silk Matka Ghicha Jamdani Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h29/h48/15172715085854/-286Wx359H-460542604-black-MODEL.jpg,17999,70% off,5400,[FS]
Handloom Bengal Jamdani Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/had/h71/15172289626142/-286Wx359H-460542664-purple-MODEL.jpg,9999,70% off,3000,[FS]
Hand Embroidered Pure Silk Viscose Straight Kurta,Sadhna,https://assets.ajio.com/medias/sys_master/root/h7d/h0e/14498469707806/-286Wx359H-460476898-black-MODEL.jpg,3500,NA,3500,[S-M-L-XL]
South Silk Zari Buta Saree with Ornate Pallu,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h38/h9d/15813356126238/-286Wx359H-460553219-pink-MODEL.jpg,2999,60% off,1200,[FS]
Sequinned Handloom Bengal Pure Silk Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/he4/h70/15178185670686/-286Wx359H-460542513-blue-MODEL.jpg,14999,70% off,4500,[FS]
Kasuti Embroidered South Silk Saree with Contrast Border,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hd8/ha8/14083448438814/-286Wx359H-460413069-green-OUTFIT.jpg,2999,60% off,1200,[FS]
Hand Embroidered Front-Open Non-Padded Cotton Blouse,Molcha,https://assets.ajio.com/medias/sys_master/root/h8a/hc6/13928889778206/-286Wx359H-460428010-pink-MODEL.jpg,1440,40% off,864,NA
South Silk Saree with Ornate Mina Pallu,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hb1/h15/16886952099870/-286Wx359H-460547424-blue-MODEL.jpg,3499,50% off,1750,[FS]
Handloom Bengal Pure Silk Matka Zari Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h97/h88/15172320559134/-286Wx359H-460542533-yellow-MODEL.jpg,17999,70% off,5400,[FS]
Mukaish Handblock Print Pure Chanderi Dupatta,Indie Picks,https://assets.ajio.com/medias/sys_master/root/ajio/catalog/5f15ef5aaeb26931758a13fa/-286Wx359H-460542328-yellow-MODEL.jpg,2999,40% off,1799,NA
Bengal Handloom Jamdani Saree with Ghicha Pallu,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h62/hb2/15634156126238/-286Wx359H-460542764-blue-MODEL.jpg,3999,60% off,1600,[FS]
South Silk Zari Buta Saree with Ornate Pallu,Indie Picks,https://assets.ajio.com/medias/sys_master/root/haf/h7e/15773472292894/-286Wx359H-460553208-yellow-MODEL.jpg,2999,65% off,1050,[FS]
Woven Jhumka Haar Kota Saree with Zari Border,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h8c/h68/14961921490974/-286Wx359H-460513612-beige-OUTFIT.jpg,7999,72% off,2240,[FS]
Handwoven Hand-Embroidered Straight Khadi Kurta,Ekmatra,https://assets.ajio.com/medias/sys_master/root/h00/h55/14818727100446/-286Wx359H-460452652-green-MODEL.jpg,2599,72% off,728,NA
Bagh Handblock Print Cotton Saree with Border,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hf6/hd5/16138277060638/-286Wx359H-460483163-maroon-MODEL.jpg,3499,65% off,1225,[FS]
Handloom Silk Maheshwari Saree with Zari Border,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hf6/hab/13815349379102/-286Wx359H-460379882-green-OUTFIT.jpg,5999,76% off,1440,[FS]
Kutch Handloom Pure Wool Woven Tassel Shawl,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hef/hb6/14729283436574/-286Wx359H-460388222-offwhite-MODEL.jpg,8999,70% off,2700,[FS]
Pothys Printed Pure Silk Satin Saree,Pothys,https://assets.ajio.com/medias/sys_master/root/ajio/catalog/5f033eceaeb2693175837a25/-286Wx359H-460622402-lavender-MODEL.jpg,10505,NA,10505,NA
Woven Mina Ganga Jamuna Border Kota Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hf1/h9d/15951405252638/-286Wx359H-460567419-yellow-MODEL.jpg,3999,65% off,1400,[FS]
Handloom Bengal Pure Silk Cotton Jamdani Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h4e/h60/15906690170910/-286Wx359H-460542668-purple-MODEL.jpg,9999,60% off,4000,[FS]
Mina Zari Buti Kota Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h97/h10/15951466856478/-286Wx359H-460567472-green-MODEL.jpg,3999,60% off,1600,[FS]
Pochampally Woven Ikat Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hbe/h23/17035347558430/-286Wx359H-460624366-black-MODEL.jpg,9999,50% off,5000,[FS]
Pochampally Woven Ikat Cotton Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/had/h7b/16908361072670/-286Wx359H-460624237-yellow-MODEL.jpg,5999,50% off,3000,[FS]
Handblock Print Bagh Cotton Saree with Woven Border,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h15/hab/17061599412254/-286Wx359H-460483174-black-MODEL.jpg,3499,60% off,1400,[FS]
Schiffly Embroidered Straight Pants,Indie Picks,https://assets.ajio.com/medias/sys_master/root/20200725/0a0V/5f1c4c6a7cdb8c22078591f5/-286Wx359H-460604068-lightpink-MODEL.jpg,1799,50% off,900,NA
Handblock Print Bagru Pure Chanderi Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h37/h3f/15424885194782/-286Wx359H-460487661-indigo-MODEL.jpg,7999,70% off,2400,[FS]
Banarasi Chanderi Jacquard Dupatta,Loom Legacy,https://assets.ajio.com/medias/sys_master/root/he9/h0b/13280058933278/-286Wx359H-460364211-turquoise-MODEL.jpg,649,60% off,260,[FS]
Short Kurta with Patch Pocket,VIVID INDIA,https://assets.ajio.com/medias/sys_master/root/ha3/h72/16496258842654/-286Wx359H-460568330-orange-MODEL.jpg,1299,30% off,909,[S-M-L-XL]
Striped South Silk Saree with Zari Border,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h52/h33/14068872052766/-286Wx359H-460455737-green-OUTFIT.jpg,2499,60% off,1000,[FS]
South Silk Saree with Zari Pallu,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hfc/h30/16886927589406/-286Wx359H-460547319-green-MODEL.jpg,1999,50% off,1000,[FS]
Striped Woven Ikat Saree with Zari Border,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h22/hd5/15591767179294/-286Wx359H-460555331-multi-MODEL.jpg,2999,70% off,900,[FS]
Handloom Bengal Matka Sequined Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h4e/he9/15173267685406/-286Wx359H-460546007-skyblue-MODEL.jpg,14999,70% off,4500,[FS]
Bengal Handloom Phulia Cotton Saree,Lal10,https://assets.ajio.com/medias/sys_master/root/hbb/h67/12218382483486/-286Wx359H-460232515-yellow-OUTFIT.jpg,3199,60% off,1280,[FS]
South Silk Buti Saree with Ornate Zari Pallu,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hde/hc8/15606129491998/-286Wx359H-460547479-yellow-MODEL.jpg,3499,60% off,1400,[FS]
Handloom Bengal Tangail Jacquard Jamdani Design Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h64/h93/15906910797854/-286Wx359H-460543888-navy-MODEL.jpg,7999,60% off,3200,[FS]
Banarasi Silk Wedding Brocade Saree,Banarasi Silk Works,https://assets.ajio.com/medias/sys_master/root/hb9/hfd/14096323575838/-286Wx359H-460477876-maroon-OUTFIT.jpg,9049,65% off,3167,[FS]
Handloom Mangrol Pure Kota Doria Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h81/h01/14461208330270/-286Wx359H-460305907-aqua-MODEL.jpg,6999,72% off,1960,[FS]
Pochampally Woven Ikat Cotton Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h24/h14/16867727441950/-286Wx359H-460624375-red-MODEL.jpg,7999,50% off,4000,[FS]
Handloom Bengal Tangail Jacquard Jamdani Design Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hdb/h58/15880164900894/-286Wx359H-460543886-red-MODEL.jpg,7999,60% off,3200,[FS]
Handloom Bengal Tangail Jacquard Jamdani Design Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h40/h9e/15880159494174/-286Wx359H-460543868-green-MODEL.jpg,7999,60% off,3200,[FS]
Handblock Print Cotton Shirt,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hc2/hf2/13930089742366/-286Wx359H-460394764-indigo-MODEL.jpg,1299,70% off,390,[XL]
Handloom Sambalpuri Ikat Fine Cotton Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/ajio/catalog/5f185656f997dd433b5186d7/-286Wx359H-460476472-brown-MODEL.jpg,7999,50% off,4000,[FS]
South Silk Zari Buta Saree with Ornate Pallu,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h38/h9e/15773462265886/-286Wx359H-460553221-pink-MODEL.jpg,2999,60% off,1200,[FS]
Woven Ikat Saree with Zari Border,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h43/h58/15426023424030/-286Wx359H-460555268-multi-MODEL.jpg,2999,70% off,900,[FS]
Banarasi Zari Brocade Saree,Pothys,https://assets.ajio.com/medias/sys_master/root/ajio/catalog/5f08839ef997dd433b4b4eb2/-286Wx359H-460621892-black-MODEL.jpg,2295,NA,2295,NA
Pochampally Woven Ikat Cotton Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hc5/h72/16908336234526/-286Wx359H-460624213-blue-MODEL.jpg,5999,50% off,3000,[FS]
Handloom Pure Linen Tie & Dye Saree with Zari,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h48/h44/12291654090782/-286Wx359H-460273524-red-OUTFIT.jpg,9999,70% off,3000,[FS]
Handloom Bengal Pure Silk Matka Sequinned Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hdb/h02/15163857272862/-286Wx359H-460542488-green-MODEL.jpg,14999,70% off,4500,[FS]
Handloom Bengal Pure Cotton Silk Jamdani Buti Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/ha1/hba/15773109092382/-286Wx359H-460543644-pink-MODEL.jpg,12999,65% off,4550,[FS]
Kamla Cotton Chambray Spread-Collar Shirt,Indie Picks,https://assets.ajio.com/medias/sys_master/root/20200728/yflP/5f2046517cdb8c2207867c67/-286Wx359H-460663541-pink-MODEL.jpg,1499,50% off,750,NA
Hand Embroidered Cotton Silk Straight Kurta,Indie Picks,https://assets.ajio.com/medias/sys_master/root/he5/h1a/14450564694046/-286Wx359H-460408031-pink-MODEL.jpg,4999,72% off,1400,[S-M-L-XL-XXL]
Barmer Ajrak Handblock Print Embroidered Tote Bag,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h8f/hd8/14313485533214/-286Wx359H-460423052-multicolour-OUTFIT.jpg,1999,75% off,500,[FS]
Banarsi Mina saree with brocade border,Pretty Woman,https://assets.ajio.com/medias/sys_master/root/h58/h89/15064797478942/-286Wx359H-460542358-pink-OUTFIT.jpg,6653,40% off,3992,[FS]
Sequinned Handloom Bengal Pure Silk Tussar Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h8b/h48/15172278616094/-286Wx359H-460542496-yellow-MODEL.jpg,14999,70% off,4500,[FS]
Handloom Bengal Pure Silk Matka Jamdani Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/ha7/he6/15879814545438/-286Wx359H-460542563-brown-MODEL.jpg,17999,60% off,7200,[FS]
Striped South Cotton Shirt with Patch Pocket,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hbc/h9a/13873134370846/-286Wx359H-460408518-grey-MODEL.jpg,1299,60% off,520,[S-M-L-XL-XXL]
Banarasi Heavy Silk Kataan Butidar Brocade Saree,Banarasi Silk Works,https://assets.ajio.com/medias/sys_master/root/h20/hf5/13391672901662/-286Wx359H-460366470-blue-OUTFIT.jpg,11399,65% off,3990,[FS]
Bagru Handblock Print Chanderi Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h5c/hc9/14962774835230/-286Wx359H-460471468-multi-OUTFIT.jpg,5999,70% off,1800,[FS]
Hand Crafted Embroidered Juttis,Indie Picks,https://assets.ajio.com/medias/sys_master/root/he3/h5d/13656577540126/-286Wx359H-460353667-multi-OUTFIT.jpg,3299,80% off,660,[UK 4-UK 5]
Handloom Pure Kota Doria Jamdani Buti Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/ajio/catalog/5ef360ddf997dd433b42fa53/-286Wx359H-460516178-pink-MODEL.jpg,24999,60% off,10000,[FS]
Banarasi Pure Silk Dupion Butidar Saree,Banarasi Style,https://assets.ajio.com/medias/sys_master/root/hd7/h17/15662863548446/-286Wx359H-460547252-multi-MODEL.jpg,13799,55% off,6210,[FS]
Pothys Woven Ikat Pure Silk Saree with Zari Pallu,Pothys,https://assets.ajio.com/medias/sys_master/root/ajio/catalog/5f15e4527cdb8c721b7ff1c8/-286Wx359H-460622082-yellow-MODEL.jpg,8845,NA,8845,NA
Handloom Bengal Pure Silk Matka Zari Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h9c/hbe/15172278059038/-286Wx359H-460542532-green-MODEL.jpg,17999,70% off,5400,[FS]
Handloom Bengal Pure Silk Matka Jamdani Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h07/h2c/15172605378590/-286Wx359H-460542560-magenta-MODEL.jpg,17999,70% off,5400,[FS]
Nima Handblock Print Kalamkari Top,Indie Picks,https://assets.ajio.com/medias/sys_master/root/he7/hdf/15761533829150/-286Wx359H-460553463-multi-MODEL.jpg,699,60% off,280,[XS-S-M-L-XL]
Cotton Jacquard Vegan Leather Tote Bag,Maisha,https://assets.ajio.com/medias/sys_master/root/ajio/catalog/5f0c785faeb2693175862768/-286Wx359H-460617551-multicolour-MODEL.jpg,1099,NA,1099,NA
South Silk Zari Buta Saree with Ornate Pallu,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h04/h1c/16907355553822/-286Wx359H-460553207-beige-MODEL.jpg,2999,50% off,1500,[FS]
Pure Mysore Silk Crepe Saree,Pothys,https://assets.ajio.com/medias/sys_master/root/ajio/catalog/5f18570a7cdb8c721b8146a8/-286Wx359H-460622371-offwhite-MODEL.jpg,8055,NA,8055,NA
Handloom Sambalpuri Ikat Cotton Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hc2/haa/15664678961182/-286Wx359H-460562872-multi-MODEL.jpg,7999,70% off,2400,[FS]
Handwoven Hand-Embroidered A-line Khadi Kurta,Ekmatra,https://assets.ajio.com/medias/sys_master/root/h99/h29/14818800009246/-286Wx359H-460452636-white-MODEL.jpg,3599,72% off,1008,NA
Kutch Handblock Print Ajrak Modal Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h61/he9/15563371479070/-286Wx359H-460477572-beige-MODEL.jpg,9999,70% off,3000,[FS]
South Cotton Saree with Checked Buta Body,Indie Picks,https://assets.ajio.com/medias/sys_master/root/ha0/h31/13815450042398/-286Wx359H-460421328-multi-OUTFIT.jpg,2999,76% off,720,[FS]
Banarasi Silk Supernet Jaal Saree with Resham Border,Banarasi Silk Works,https://assets.ajio.com/medias/sys_master/root/h62/h92/14301043851294/-286Wx359H-460467669-yellow-OUTFIT.jpg,5400,65% off,1890,[FS]
Pure Mysore Silk Crepe Saree with Zari Border,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h6a/he6/15883252891678/-286Wx359H-460602954-green-MODEL.jpg,12999,65% off,4550,[FS]
Woven Ikat Saree with Zari Border,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h76/hb2/15416816893982/-286Wx359H-460555278-multi-MODEL.jpg,2999,60% off,1200,[FS]
Handloom Bengal Pure Silk Linen Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/ha9/h87/15773075275806/-286Wx359H-460543622-black-MODEL.jpg,9999,65% off,3500,[FS]
Handloom Cotton Mangalgiri Missing Check Dupatta,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hb2/h12/15156665155614/-286Wx359H-460547190-red-MODEL.jpg,1499,72% off,420,[FS]
Cotton Jacquard Vegan Leather Crossbody Sling Bag,Maisha,https://assets.ajio.com/medias/sys_master/root/ajio/catalog/5f0c785faeb269317586277e/-286Wx359H-460617548-multicolour-MODEL.jpg,1099,NA,1099,NA
Handblock Print Bagru Pure Chanderi Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h50/h68/15494422396958/-286Wx359H-460560820-multi-MODEL.jpg,7999,70% off,2400,[FS]
Silk Cotton Ikat Saree with Ikat Pallu,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hd8/h69/14078428839966/-286Wx359H-460419107-blue-OUTFIT.jpg,2499,71% off,725,[FS]
Handloom Pure Silk Ikat Tie,PADMAHASTHA,https://assets.ajio.com/medias/sys_master/root/h56/h1e/12857782239262/-286Wx359H-460331569-red-OUTFIT.jpg,1947,80% off,389,[FS]
Hand-Embroidered Gota Patti Chanderi Straight Kurta,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h2c/hb2/14379900043294/-286Wx359H-460494926-grey-MODEL.jpg,5499,72% off,1540,[S-M-L-XL]
Ankle-Length Pants with Printed Panels,Indie Picks,https://assets.ajio.com/medias/sys_master/root/20200819/MLkz/5f3c1f11aeb2693e046ae0dd/-286Wx359H-460604060-black-MODEL.jpg,1699,NA,1699,NA
Banarasi Silk Kataan Brocade Bel Jaal Saree,Banarasi Style,https://assets.ajio.com/medias/sys_master/root/h01/h71/13467318157342/-286Wx359H-460388443-pink-OUTFIT.jpg,13199,55% off,5940,NA
Sequined Bengal Handloom Pure Silk Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hd9/hf0/15909637029918/-286Wx359H-460542510-grey-MODEL.jpg,14999,65% off,5250,[FS]
Kota Zari Saree with Woven Jhumka Haar Motifs,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h1d/hf9/14936128847902/-286Wx359H-460513613-yellow-OUTFIT.jpg,7999,72% off,2240,[FS]
Handloom Bhujodi Cotton Saree with Tassels,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h29/h5f/14729266659358/-286Wx359H-460418342-fuchsia-OUTFIT.jpg,12999,72% off,3640,[FS]
Cotton Miri Woven Handloom Bhujodi Kutch saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hd4/h25/13538730377246/-286Wx359H-460267266-red-OUTFIT.jpg,17999,80% off,3600,[FS]
South Cotton Checked Hand Embroidered Kurta,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h4a/hd3/15908828774430/-286Wx359H-460604919-grey-MODEL.jpg,1999,60% off,800,[S-M-L-XL-XXL]
Banarasi Heavy Silk Kataan Brocade Saree,Banarasi Silk Works,https://assets.ajio.com/medias/sys_master/root/hed/h8e/14300987818014/-286Wx359H-460467672-peach-OUTFIT.jpg,12000,65% off,4200,[FS]
South Cotton Saree with Brocade Pallu,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h91/hb3/16588335087646/-286Wx359H-460555552-yellow-MODEL.jpg,3499,65% off,1225,[FS]
Pochampally Woven Ikat Cotton Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h7e/h8e/16908400459806/-286Wx359H-460624459-black-MODEL.jpg,4999,40% off,2999,[FS]
Handloom Bengal Pure Silk Matka Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hb1/hcf/15172515004446/-286Wx359H-460542473-yellow-MODEL.jpg,14999,70% off,4500,[FS]
Cotton Schiffli Farhat Straight kurta,Indie Picks,https://assets.ajio.com/medias/sys_master/root/20200807/QIva/5f2d74db7cdb8ca2cf90b6ac/-286Wx359H-460604243-pink-MODEL.jpg,2499,30% off,1749,NA
Nima South Cotton Dobby Short Kurta,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h5e/h70/15330041626654/-286Wx359H-460554796-red-MODEL.jpg,899,70% off,270,[S-M-L-XL]
Silk Blend Mulberry Bhagalpur Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/he7/h05/15008048676894/-286Wx359H-460430677-yellow-OUTFIT.jpg,4999,72% off,1400,[FS]
Kalamkari Print Tie & Dye Saree,Sun Kalamkari,https://assets.ajio.com/medias/sys_master/root/hb0/h0b/12530683019294/-286Wx359H-460300695-multi-OUTFIT.jpg,2299,30% off,1609,[FS]
Handloom Habaspuri Orissa Cotton Saree,Priyadarshini Handloom,https://assets.ajio.com/medias/sys_master/root/h19/hcb/15951285059614/-286Wx359H-460566292-green-MODEL.jpg,14999,65% off,5250,[FS]
Handwoven Pure Silk Tussar Dupion Fringed Stole,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h79/h2f/14960025862174/-286Wx359H-460414426-multi-MODEL.jpg,2499,76% off,600,[FS]
Handloom Bengal Pure Silk Jamdani Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h90/hb6/15172338319390/-286Wx359H-460542517-green-MODEL.jpg,17999,70% off,5400,[FS]
Iranna South Silk Saree with Zari Border,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h4c/h79/14068689109022/-286Wx359H-460455671-turquoise-OUTFIT.jpg,1999,60% off,800,[FS]
Pochampally Woven Ikat Cotton Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hac/hf4/16908327354398/-286Wx359H-460624259-blue-MODEL.jpg,5999,50% off,3000,[FS]
Banarasi Pure Silk Kataan Butidar Saree,Banarasi Style,https://assets.ajio.com/medias/sys_master/root/h33/h8f/15683810230302/-286Wx359H-460547228-yellow-MODEL.jpg,17649,55% off,7942,[FS]
South Cotton Woven Dupatta with Thread Border,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hc6/h23/16887940448286/-286Wx359H-460607679-purple-MODEL.jpg,799,40% off,479,[FS]
Banarasi Mina Buti Saree with Zari Border,Pretty Woman,https://assets.ajio.com/medias/sys_master/root/h0b/h74/15064821399582/-286Wx359H-460542409-blue-OUTFIT.jpg,6291,40% off,3775,[FS]
Cotton Linen Full sleeves Short Kurta,NEUDIS,https://assets.ajio.com/medias/sys_master/root/h7b/hf9/14342125584414/-286Wx359H-460476857-yellow-MODEL.jpg,2499,60% off,1000,[S-M-L-XL]
Woven Zari Kota Saree with Brocade Pallu,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hd0/hc7/14961923457054/-286Wx359H-460513619-orange-OUTFIT.jpg,9999,72% off,2800,[FS]
Hand Batik Print Cotton Rayon Saree,Sun Kalamkari,https://assets.ajio.com/medias/sys_master/root/h04/hce/12463383117854/-286Wx359H-460300788-multi-OUTFIT.jpg,2299,30% off,1609,[FS]
South Silk Zari Buta Saree with Ornate Pallu,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h62/hfe/16997264588830/-286Wx359H-460553228-blue-MODEL.jpg,2999,50% off,1500,[FS]
South Silk Checked Saree with Ornate Pallu,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h58/ha6/15773493526558/-286Wx359H-460553231-green-MODEL.jpg,2999,65% off,1050,[FS]
Geometric Print Kurta with Patch Pocket,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hb9/h6e/13654149955614/-286Wx359H-460381249-black-MODEL.jpg,1799,76% off,432,[L-XL]
Handloom Bengal Tant Tangail Cotton Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h86/hd8/15989732311070/-286Wx359H-460518631-black-MODEL.jpg,1999,60% off,800,[FS]
Handblock Print Bagru Pure Chanderi Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h53/he5/15424924876830/-286Wx359H-460487694-indigo-MODEL.jpg,7999,70% off,2400,[FS]
Pochampally Woven Ikat Cotton Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hc7/h52/14820290854942/-286Wx359H-460532122-white-OUTFIT.jpg,6999,72% off,1960,[FS]
Handloom Bengal Pure Silk Matka Jamdani Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/h38/hdb/15163897806878/-286Wx359H-460542594-white-MODEL.jpg,17999,70% off,5400,[FS]
Handloom Pure Silk Khandua Orissa Ikat Saree,Priyadarshini Handloom,https://assets.ajio.com/medias/sys_master/root/he0/h46/17060735647774/-286Wx359H-460566330-white-MODEL.jpg,12999,65% off,4550,[FS]
